Requirement ID,Field name,Group heading,Value classification,Parsed value,Raw group field
KBDL-MOT-033,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-034,Packet or tracking destination,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-028,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-029,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-030,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-031,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-032,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-033,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-034,Pending dependencies,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Missing,MISSING,MISSING
KBDL-MOT-028,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-029,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-030,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-031,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-032,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-033,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-034,Related decision,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).,[KBDL-DEC-014](decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved).
KBDL-MOT-028,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-MOT-029,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-MOT-030,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-MOT-031,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-MOT-032,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-MOT-033,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-MOT-034,Notes or exclusions,Detailed motion defaults separated from their approved cores (KBDL-MOT-028 through KBDL-MOT-034),Uniform default,"Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility","Splitting these out does not change any duration value, curve, movement range, hierarchy level, safety behavior, reduced-motion behavior, or profile recommendation — only the lifecycle bookkeeping. ## KBDL-006 — Responsive and Accessibility"
KBDL-RSP-001,Blueprint section,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management
KBDL-RSP-006,Blueprint section,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management
KBDL-RSP-007,Blueprint section,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management
KBDL-RSP-015,Blueprint section,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management
KBDL-RSP-016,Blueprint section,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management
KBDL-RSP-020,Blueprint section,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management
KBDL-RSP-001,Roadmap prompt,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,KBDL-006,KBDL-006
KBDL-RSP-006,Roadmap prompt,"Responsive-content priority, source/reading order, and reflow core (KBDL-RSP-001, KBDL-RSP-006, KBDL-RSP-007, KBDL-RSP-015, KBDL-RSP-016, KBDL-RSP-020)",Uniform default,KBDL-006,KBDL-006
