Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-A11Y-004,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-A11Y-004,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — the requirement’s stated validation method has not been executed.,ABSENT,Not applicable,Not verified — the requirement’s stated validation method has not been executed.,GROUP PRESENT,Not verified — the requirement’s stated validation method has not been executed.,Owned fallback applied,None,PASS,None
KBDL-A11Y-004,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-A11Y-004,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",ABSENT,Not applicable,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",GROUP PRESENT,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",Owned fallback applied,None,PASS,None
KBDL-A11Y-004,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-A11Y-004,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-A11Y-004,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-A11Y-004,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-A11Y-004,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-A11Y-004,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-A11Y-004,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-A11Y-004,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Requirement ID,A — Normative-owned,Normative requirement block,accessibility.md,KBDL-A11Y-005,ID parsed from normative block heading,KBDL-A11Y-005,KBDL-A11Y-005,Not applicable,KBDL-A11Y-005,GROUP PRESENT,KBDL-A11Y-005,Higher source preserved,None,PASS,None
KBDL-A11Y-005,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-A11Y-005,Administrative grouping derived from readable traceability group,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,ABSENT,Not applicable,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,GROUP PRESENT,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-A11Y-005,Derived from owning module and approved roadmap sequence,KBDL-006,ABSENT,Not applicable,KBDL-006,GROUP PRESENT,KBDL-006,Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-A11Y-005,Derived from normative source file and validated heading anchor,accessibility.md#10-reading-and-focus-order; responsive.md#12-source-order-and-reading-order,"[§10](#10-reading-and-focus-order), [responsive.md §12, §25](responsive.md#12-source-order-and-reading-order).",Not applicable,accessibility.md#10-reading-and-focus-order; responsive.md#12-source-order-and-reading-order,GROUP PRESENT,accessibility.md#10-reading-and-focus-order; responsive.md#12-source-order-and-reading-order,Higher source preserved,None,PASS,None
KBDL-A11Y-005,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,accessibility.md,KBDL-A11Y-005,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-A11Y-005,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,accessibility.md,KBDL-A11Y-005,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-A11Y-005,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,accessibility.md,KBDL-A11Y-005,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-A11Y-005,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-A11Y-005,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-A11Y-005,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-A11Y-005,Ledger expression is candidate only; independently resolve every target and scope,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both Level A)",ABSENT,PASS,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both Level A)",GROUP PRESENT,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both Level A)",Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,accessibility.md,KBDL-A11Y-005,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Manual keyboard/screen-reader order review once implemented.,Manual keyboard/screen-reader order review once implemented.,Not applicable,Manual keyboard/screen-reader order review once implemented,GROUP PRESENT,Manual keyboard/screen-reader order review once implemented.,Higher source preserved,None,PASS,None
KBDL-A11Y-005,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-A11Y-005,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — the requirement’s stated validation method has not been executed.,ABSENT,Not applicable,Not verified — the requirement’s stated validation method has not been executed.,GROUP PRESENT,Not verified — the requirement’s stated validation method has not been executed.,Owned fallback applied,None,PASS,None
KBDL-A11Y-005,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-A11Y-005,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",ABSENT,Not applicable,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",GROUP PRESENT,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",Owned fallback applied,None,PASS,None
