Requirement ID,Blueprint section,Roadmap prompt,Specification location,Lifecycle status,Provenance,Validation classification,Verified scope,Not-verified scope,Authority,Validation method,Validation evidence,Known limitation,Packet or tracking destination,Pending dependencies,Related decision,Notes or exclusions,Result,Defect fields
KBDL-CMP-062,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#8-surface-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual role-use review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-063,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#23-security-and-privacy,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual claim-accuracy review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-064,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#23-security-and-privacy,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual content review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-065,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#7-extended-system-component-contract,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual accessible-name review once implemented.,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-066,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#24-cross-component-composition-and-profile-compatibility,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-profile consistency review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-067,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#93-card,Recommended,Assumed,Not applicable,None,None,RESOLVED,"Project-owner review (not yet performed). ### 9.4 Accordion Surface Preserves the KBDL-007 disclosure-trigger contract (`KBDL-CMP-021`-adjacent trigger semantics) unchanged. An accordion item pairs one disclosure trigger with one panel, associated via `aria-controls`/`aria-labelledby` per the adopted ARIA disclosure pattern.",Not verified — no implementation exists yet,Implementation-dependent,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 1,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-068,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#94-accordion-surface,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual ARIA-relationship review once implemented. Whether an accordion permits multiple simultaneously open panels or restricts to one is new policy:,Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-069,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#94-accordion-surface,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed). ### 9.5 Static Data Table,Not verified — no implementation exists yet,Implementation-dependent,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 2,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-070,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",KBDL-008,components-system.md#95-static-data-table,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual semantic-structure review once implemented. Responsive behavior for wide tables (horizontal scroll, reflow, or an alternate presentation such as a card transformation) is addressed in [§33](#33-kbdl-008-decision-packet) item 17. This document does not silently adopt the unapproved `KBDL-RSP-011` data-dense transformation strategy as authority; `RSP-011` is cited only as related, unapproved context (see [§35](#35-kbdl-006-approval-boundary-audit)).",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-071,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#10-overlay-architecture,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual focus-containment review once implemented.,Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-072,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#111-tooltip,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual hover/focus and accessible-name review once implemented. A tooltip containing controls must instead use Popover ([§11.2](#112-popover-or-non-modal-dialog)) or Menu ([§11.3](#113-menu-surface)) semantics, never a tooltip role.",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-073,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#111-tooltip,Recommended,Assumed,Not applicable,None,None,RESOLVED,"Project-owner review (not yet performed). ### 11.2 Popover or Non-Modal Dialog Supplemental interactive content anchored to a trigger, non-modal: focus is not contained, Tab moves normally between the popover and the rest of the page, Escape closes it and returns focus to the trigger, and an outside pointer interaction closes it by default. Differs from Tooltip (interactive content permitted), Menu (arbitrary interactive content rather than a fixed command/choice list), and Modal Dialog (no focus containment).",Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 3,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-074,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",KBDL-008,components-system.md#112-popover-or-non-modal-dialog,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed). ### 11.3 Menu Surface Preserves the KBDL-007 menu-button trigger contract (`KBDL-CMP-021`-adjacent) unchanged.,Not verified — no implementation exists yet,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 4,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
