Group,Requirement ID,Field,Resolved value,Source syntax,Resolution status,Defect details
27,KBDL-FND-012,validation method,"WCAG relative-luminance contrast calculation (completed for the color pairs listed); project-owner review (completed — see KBDL-DEC-012); typeface-licensing verification (not yet performed, applies to a future specific font-family decision)",uniform/shared summary,summary,None
27,KBDL-FND-012,validation evidence,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text",uniform/shared summary,summary,None
27,KBDL-FND-012,known limitation,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",uniform/shared summary,summary,None
27,KBDL-FND-012,related decision,KBDL-DEC-012,uniform/shared summary,summary,None
27,KBDL-FND-012,notes,This row's approval status changed from Recommended to Approved following the project owner's decision recorded in KBDL-DEC-012. See KBDL-003-R1 for the accessibility and lifecycle corrections applied to this row's underlying content before approval,uniform/shared summary,summary,None
28,KBDL-THM-001,blueprint section,Theme architecture and semantic-role inventory,uniform/shared summary,resolved,None
28,KBDL-THM-001,roadmap prompt,KBDL-004,uniform/shared summary,resolved,None
28,KBDL-THM-001,requirement id,KBDL-THM-001,uniform/shared summary,resolved,None
28,KBDL-THM-001,specification location,themes/semantic-roles.md §1,uniform/shared summary,resolved,None
28,KBDL-THM-001,approval status,Approved,uniform/shared summary,resolved,None
28,KBDL-THM-001,validation status,Not verified,uniform/shared summary,resolved,None
28,KBDL-THM-001,validation method,Manual review of role usage against the inventory at each later module's approval gate,uniform/shared summary,resolved,None
28,KBDL-THM-001,validation evidence,Not verified — no component module exists yet to check role usage against,uniform/shared summary,resolved,None
28,KBDL-THM-001,known limitation,Cannot be fully validated until component modules (CMP) exist,uniform/shared summary,resolved,None
28,KBDL-THM-001,related decision,Not applicable,uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
28,KBDL-THM-001,notes,Restates the color-role architecture from KBDL-FND-001/002 at theme-level specificity; 72 distinct semantic roles across 6 categories,uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
29,KBDL-THM-002,blueprint section,Light/dark theme parity,uniform/shared summary,resolved,None
29,KBDL-THM-002,roadmap prompt,KBDL-004,uniform/shared summary,resolved,None
29,KBDL-THM-002,requirement id,KBDL-THM-002,uniform/shared summary,resolved,None
29,KBDL-THM-002,specification location,themes/semantic-roles.md §2,uniform/shared summary,resolved,None
29,KBDL-THM-002,approval status,Approved,uniform/shared summary,resolved,None
29,KBDL-THM-002,validation status,Verified,uniform/shared summary,resolved,None
29,KBDL-THM-002,validation method,"Direct count of every role in the inventory against the actual light and dark mapping tables (re-run under KBDL-004-R1 and again under KBDL-004-R3, not a re-assertion of the prior report each time)",uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
29,KBDL-THM-002,validation evidence,"Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",uniform/shared summary,resolved,None
29,KBDL-THM-002,known limitation,None identified,uniform/shared summary,resolved,None
29,KBDL-THM-002,related decision,Not applicable,uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
29,KBDL-THM-002,notes,"The category-label wording error (""×5 sub-roles ×5 families"") in the original parity matrix — which contradicted its own correct 4×6=24 total — is corrected under KBDL-004-R1; the total of 72 was independently re-verified, not merely preserved. Under KBDL-004-R2, the alias definition was reconciled to one model across all documents: an alias is a role with no separate definition of its own; a role whose value merely reuses (or, for Keyboard focus, is required to equal) another role's color is not an alias. However, the KBDL-004-R2 pass still classified Keyboard focus as an alias while simultaneously counting it among the Actions category's 10 distinct roles — an internal contradiction, since an aliased role contributes 0 to a distinct-role count, not 1. KBDL-004-R3 resolves this: Keyboard focus is now consistently classified as a distinct role (value/behavior equivalence with Focus indicator, not aliasing), leaving Neutral status as the only true alias. The unique-role, light-mapping, and dark-mapping totals are unchanged (72/72/72); only the alias total changes, from the previously irreproducible ""2"" to the correct 1",uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
30,KBDL-THM-003,blueprint section,Theme-selection precedence — explicit-choice-over-system-preference core,uniform/shared summary,resolved,None
30,KBDL-THM-003,roadmap prompt,KBDL-004 (narrowed KBDL-004-R1),uniform/shared summary,resolved,None
30,KBDL-THM-003,requirement id,KBDL-THM-003,uniform/shared summary,resolved,None
30,KBDL-THM-003,specification location,themes/README.md §5,uniform/shared summary,resolved,None
30,KBDL-THM-003,approval status,Approved — directly and explicitly stated in the KBDL-004 preconditions (explicit user choice outranks system preference; system preference used only absent an explicit choice),uniform/shared summary,resolved,None
30,KBDL-THM-003,validation status,Not verified,uniform/shared summary,resolved,None
30,KBDL-THM-003,validation method,Manual review of precedence logic once implemented,uniform/shared summary,resolved,None
30,KBDL-THM-003,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,resolved,None
30,KBDL-THM-003,known limitation,Cannot be validated until an implementation exists,uniform/shared summary,resolved,None
30,KBDL-THM-003,related decision,Not applicable,uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
30,KBDL-THM-003,notes,"Narrowed under KBDL-004-R1; the full six-level ordering was found to exceed what any prior decision explicitly supports and moved to KBDL-THM-013 (Recommended, see below)",uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
31,KBDL-THM-013,blueprint section,Full six-level theme-selection precedence ordering,uniform/shared summary,resolved,None
31,KBDL-THM-013,roadmap prompt,KBDL-004-R1,uniform/shared summary,resolved,None
31,KBDL-THM-013,requirement id,KBDL-THM-013,uniform/shared summary,resolved,None
31,KBDL-THM-013,specification location,themes/README.md §5,uniform/shared summary,resolved,None
31,KBDL-THM-013,approval status,Approved — per KBDL-DEC-013,uniform/shared summary,resolved,None
31,KBDL-THM-013,validation status,Not verified,uniform/shared summary,resolved,None
31,KBDL-THM-013,validation method,"Manual review of the full precedence flow once implemented; project-owner review (performed for approval scope, not for implementation)",uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
31,KBDL-THM-013,validation evidence,"Not verified — approval is a lifecycle decision, not validation evidence",uniform/shared summary,resolved,None
31,KBDL-THM-013,known limitation,Cannot be validated until an implementation exists,uniform/shared summary,resolved,None
31,KBDL-THM-013,related decision,KBDL-DEC-013,uniform/shared summary,resolved,None
31,KBDL-THM-013,notes,Split out of the original KBDL-THM-003 during KBDL-004-R1 because only two of the six levels are directly pre-approved; the full six-level ordering was approved under KBDL-004-A1,uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
32,KBDL-THM-004,blueprint section,Theme preference persistence baseline,uniform/shared summary,resolved,None
32,KBDL-THM-004,roadmap prompt,KBDL-004 (reclassified KBDL-004-R1),uniform/shared summary,resolved,None
32,KBDL-THM-004,requirement id,KBDL-THM-004,uniform/shared summary,resolved,None
32,KBDL-THM-004,specification location,themes/README.md §7,uniform/shared summary,resolved,None
32,KBDL-THM-004,approval status,Approved — per KBDL-DEC-013,uniform/shared summary,resolved,None
32,KBDL-THM-004,validation status,Not verified,uniform/shared summary,resolved,None
32,KBDL-THM-004,validation method,Manual review of persistence design once implemented; project-owner review (performed for approval scope),uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
32,KBDL-THM-004,validation evidence,"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",uniform/shared summary,resolved,None
32,KBDL-THM-004,known limitation,Cannot be validated until an implementation exists,uniform/shared summary,resolved,None
32,KBDL-THM-004,related decision,KBDL-DEC-013,uniform/shared summary,resolved,None
32,KBDL-THM-004,notes,"Previously mislabeled Approved, then corrected to Recommended under KBDL-004-R1; approved for real under KBDL-004-A1",uniform/shared summary,non-overriding summary,Exact authoritative/per-ID value has precedence
33,KBDL-THM-005,blueprint section,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,uniform/shared summary,summary,None
33,KBDL-THM-005,roadmap prompt,KBDL-004 (narrowed KBDL-004-R1),uniform/shared summary,summary,None
33,KBDL-THM-005,requirement id,"KBDL-THM-005, KBDL-THM-006",uniform/shared summary,summary,None
33,KBDL-THM-005,specification location,"themes/adaptation.md §1.2, themes/README.md §8",uniform/shared summary,summary,None
33,KBDL-THM-005,approval status,"Approved — KBDL-THM-005 narrowed to only the accessibility-non-weakening core, directly derived from the locked KBDL-GOV-002 rule; KBDL-THM-006 unchanged",uniform/shared summary,summary,None
33,KBDL-THM-005,validation status,Not verified,uniform/shared summary,summary,None
33,KBDL-THM-005,validation method,Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved,uniform/shared summary,summary,None
