Requirement ID,Blueprint section,Blueprint section source,Roadmap prompt,Roadmap prompt source,Specification location,Specification location source,Lifecycle status,Lifecycle status source,Provenance,Provenance source,Validation classification,Validation classification source,Verified scope,Verified scope source,Not-verified scope,Not-verified scope source,Authority,Authority source,Validation method,Validation method source,Validation evidence,Validation evidence source,Known limitation,Known limitation source,Packet or tracking destination,Packet or tracking destination source,Pending dependencies,Pending dependencies source,Related decision,Related decision source,Notes or exclusions,Notes or exclusions source
KBDL-CMP-025,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#223-search-field,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Recommended (new component taxonomy),exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 4,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-026,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#224-textarea,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-027,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#225-select,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (directly restates native-semantics-first); project-owner-approved KBDL-007/008 implementation prompt,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-028,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#226-combobox-boundary,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (directly restates WAI-ARIA/APG),exact per-ID ledger,Manual ARIA/keyboard review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-029,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#226-combobox-boundary,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Recommended (new threshold guidance),exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 5,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-030,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#227-checkbox,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-031,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#228-radio-group,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-032,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#229-switch,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (directly restates WAI-ARIA switch role),exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-033,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#2210-file-input,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-034,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#2211-field-group,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-007/008 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-035,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#2212-form-action-row,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (behavioral requirement); project-owner-approved KBDL-007/008 implementation prompt,exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-036,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#2212-form-action-row,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Recommended (new component-level guidance),exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 6,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-037,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",exact per-ID ledger,KBDL-007,exact per-ID ledger,components-core.md#23-form-validation-and-recovery,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 3.3.1, SC 3.3.3, SC 3.3.4, SC 3.3.7, SC 4.1.3)",exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
