Defect ID,Requirement ID,Category,Details
LOCATION_MISMATCH:KBDL-PRO-006,KBDL-PRO-006,LOCATION_MISMATCH,derived profiles.md#7-locked-controlled-and-open-profile-decisions; ledger profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit
LOCATION_MISMATCH:KBDL-PRO-009,KBDL-PRO-009,LOCATION_MISMATCH,derived profiles.md#8-profile-selection-and-declaration; ledger profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet
LOCATION_MISMATCH:KBDL-PRO-016,KBDL-PRO-016,LOCATION_MISMATCH,derived profiles.md#102-component-interpretation; ledger profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions
LOCATION_MISMATCH:KBDL-PRO-017,KBDL-PRO-017,LOCATION_MISMATCH,derived profiles.md#112-component-interpretation; ledger profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet
LOCATION_MISMATCH:KBDL-PRO-018,KBDL-PRO-018,LOCATION_MISMATCH,derived profiles.md#122-component-interpretation; ledger profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions
LOCATION_MISMATCH:KBDL-PRO-027,KBDL-PRO-027,LOCATION_MISMATCH,derived profiles.md#25-profile-adoption-and-change-management; ledger profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet
LOCATION_MISMATCH:KBDL-PRO-028,KBDL-PRO-028,LOCATION_MISMATCH,derived profiles.md#8-profile-selection-and-declaration; ledger profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet
LOCATION_MISMATCH:KBDL-PRO-029,KBDL-PRO-029,LOCATION_MISMATCH,derived profiles.md#25-profile-adoption-and-change-management; ledger profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet
LOCATION_MISMATCH:KBDL-THM-007,KBDL-THM-007,LOCATION_MISMATCH,derived themes/light-theme.md; ledger themes/light-theme.md#1-canvas-and-surfaces
LOCATION_MISMATCH:KBDL-THM-008,KBDL-THM-008,LOCATION_MISMATCH,derived themes/dark-theme.md; ledger themes/dark-theme.md#1-elevation-strategy
LOCATION_MISMATCH:KBDL-VAL-003,KBDL-VAL-003,LOCATION_MISMATCH,derived validation.md#9-lifecycle-status-audit; ledger validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit
LOCATION_MISMATCH:KBDL-VAL-005,KBDL-VAL-005,LOCATION_MISMATCH,derived validation.md#13-decision-register-audit; ledger validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory
LOCATION_MISMATCH:KBDL-VAL-008,KBDL-VAL-008,LOCATION_MISMATCH,derived validation.md#17-governance-and-conventions-audit; ledger validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-A11Y-007,KBDL-A11Y-007,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-A11Y-008,KBDL-A11Y-008,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-A11Y-009,KBDL-A11Y-009,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-FND-009,KBDL-FND-009,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-THM-002,KBDL-THM-002,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-THM-007,KBDL-THM-007,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-THM-008,KBDL-THM-008,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-VAL-001,KBDL-VAL-001,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-VAL-002,KBDL-VAL-002,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-VAL-009,KBDL-VAL-009,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_SCOPE_RELATIONSHIP:KBDL-VAL-012,KBDL-VAL-012,EVIDENCE_SCOPE_RELATIONSHIP,resolved artifact does not name requirement or shared validation scope
EVIDENCE_MISMATCH:KBDL-A11Y-007,KBDL-A11Y-007,EVIDENCE_MISMATCH,themes/validation.md §3 for the three Verified rows; not verified for the rest
EVIDENCE_MISMATCH:KBDL-A11Y-008,KBDL-A11Y-008,EVIDENCE_MISMATCH,themes/validation.md §3 for the three Verified rows; not verified for the rest
EVIDENCE_MISMATCH:KBDL-A11Y-009,KBDL-A11Y-009,EVIDENCE_MISMATCH,themes/validation.md §3 for the three Verified rows; not verified for the rest
EVIDENCE_MISMATCH:KBDL-FND-009,KBDL-FND-009,EVIDENCE_MISMATCH,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text"
EVIDENCE_MISMATCH:KBDL-THM-002,KBDL-THM-002,EVIDENCE_MISMATCH,"Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)"
EVIDENCE_MISMATCH:KBDL-THM-007,KBDL-THM-007,EVIDENCE_MISMATCH,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)"
EVIDENCE_MISMATCH:KBDL-THM-008,KBDL-THM-008,EVIDENCE_MISMATCH,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)"
EVIDENCE_MISMATCH:KBDL-VAL-001,KBDL-VAL-001,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.
EVIDENCE_MISMATCH:KBDL-VAL-002,KBDL-VAL-002,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.
EVIDENCE_MISMATCH:KBDL-VAL-003,KBDL-VAL-003,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r15/artifacts/val-003-audit.txt; 26-mutation suite PASS.
EVIDENCE_MISMATCH:KBDL-VAL-005,KBDL-VAL-005,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.
EVIDENCE_MISMATCH:KBDL-VAL-006,KBDL-VAL-006,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r15/artifacts/val-006-audit.txt; 26-mutation suite PASS.
EVIDENCE_MISMATCH:KBDL-VAL-009,KBDL-VAL-009,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.
EVIDENCE_MISMATCH:KBDL-VAL-012,KBDL-VAL-012,EVIDENCE_MISMATCH,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.
