Requirement ID,Field name,Higher source value,Lower source value,Rule source,Computed result
KBDL-A11Y-010,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-A11Y-010,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-A11Y-010,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-A11Y-010,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-A11Y-011,Requirement ID,KBDL-A11Y-011,KBDL-A11Y-011,Normative requirement record,PASS
KBDL-A11Y-011,Blueprint section,Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix,Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix,Readable traceability group,PASS
KBDL-A11Y-011,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-A11Y-011,Specification location,accessibility.md#16-light-dark-forced-colors-and-high-contrast-behavior,accessibility.md#16-light-dark-forced-colors-and-high-contrast-behavior,Containing normative Markdown section,PASS
KBDL-A11Y-011,Lifecycle status,Recommended,Recommended,Normative requirement record,PASS
KBDL-A11Y-011,Provenance,Assumed,Assumed,Normative requirement record,PASS
KBDL-A11Y-011,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-A11Y-011,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-A11Y-011,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-A11Y-011,Authority,RESOLVED,Recommended (new KBDL policy — no prior theme decision addresses forced-colors mode; explicitly excluded from KBDL-DEC-013),AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-A11Y-011,Validation method,Manual forced-colors testing once implemented; project-owner review (not yet performed).,Manual forced-colors testing once implemented; project-owner review (not yet performed),Normative method or independently approved evidence-method registry,PASS
KBDL-A11Y-011,Validation evidence,Not verified — the requirement’s stated validation method has not been executed.,Not verified — the requirement’s stated validation method has not been executed.,Existing evidence source or honest Not verified record,PASS
KBDL-A11Y-011,Known limitation,UNRESOLVED,Forced-colors/high-contrast mode is currently unaddressed elsewhere in the specification and was explicitly excluded from the KBDL-004 theme approval (KBDL-DEC-013); these three requirements must not be treated as Approved until reviewed,Actual excluded or unverified scope,PASS
KBDL-A11Y-011,Packet or tracking destination,accessibility.md — 49.2 Recommended Decisions — Ready for Approval — item 2,accessibility.md — 49.2 Recommended Decisions — Ready for Approval — item 2,Exact packet or tracking section,PASS
KBDL-A11Y-011,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-A11Y-011,Related decision,RESOLVED,KBDL-DEC-013,Approved decision register,PASS
KBDL-A11Y-011,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-A11Y-012,Requirement ID,KBDL-A11Y-012,KBDL-A11Y-012,Normative requirement record,PASS
KBDL-A11Y-012,Blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Readable traceability group,PASS
KBDL-A11Y-012,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-A11Y-012,Specification location,accessibility.md#17-resize-text,accessibility.md#17-resize-text,Containing normative Markdown section,PASS
KBDL-A11Y-012,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-A11Y-012,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-A11Y-012,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-A11Y-012,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-A11Y-012,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-A11Y-012,Authority,RESOLVED,"Approved (directly restates WCAG 2.2 SC 1.4.4, Level AA)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-A11Y-012,Validation method,Manual zoom testing once implemented.,Manual zoom testing once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-A11Y-012,Validation evidence,Not verified — the requirement’s stated validation method has not been executed.,Not verified — the requirement’s stated validation method has not been executed.,Existing evidence source or honest Not verified record,PASS
KBDL-A11Y-012,Known limitation,UNRESOLVED,"This document does not claim full WCAG conformance, screen-reader compatibility, or real-device support — those require an implementation and recorded test evidence",Actual excluded or unverified scope,PASS
KBDL-A11Y-012,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-A11Y-012,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-A11Y-012,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-A11Y-012,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-A11Y-013,Requirement ID,KBDL-A11Y-013,KBDL-A11Y-013,Normative requirement record,PASS
KBDL-A11Y-013,Blueprint section,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Readable traceability group,PASS
KBDL-A11Y-013,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-A11Y-013,Specification location,accessibility.md#18-reflow,accessibility.md#18-reflow,Containing normative Markdown section,PASS
KBDL-A11Y-013,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-A11Y-013,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-A11Y-013,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-A11Y-013,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-A11Y-013,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-A11Y-013,Authority,UNRESOLVED,"Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-A11Y-013,Validation method,Manual reflow testing once implemented.,Manual reflow testing once implemented,Normative method or independently approved evidence-method registry,PASS
