Requirement ID,Field name,Group heading,Raw group field,Parsed grammar,Per-ID resolved value,Classification,Overriding status,Resolution result,Defect details
KBDL-FND-001,Validation classification,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-FND-002,Validation classification,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-FND-001,Authority,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-002,Authority,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-001,Validation method,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Manual review of role names and color-only-meaning usage at each later module's approval gate.,Broad descriptive summary,Manual review of role names and color-only-meaning usage at each later module's approval gate.,Non-overriding summary,No,PASS,None
KBDL-FND-002,Validation method,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Manual review of role names and color-only-meaning usage at each later module's approval gate.,Broad descriptive summary,Manual review of role names and color-only-meaning usage at each later module's approval gate.,Non-overriding summary,No,PASS,None
KBDL-FND-001,Validation evidence,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Not verified — no theme or component content exists yet to check role usage against.,Broad descriptive summary,Not verified — no theme or component content exists yet to check role usage against.,Non-overriding summary,No,PASS,None
KBDL-FND-002,Validation evidence,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Not verified — no theme or component content exists yet to check role usage against.,Broad descriptive summary,Not verified — no theme or component content exists yet to check role usage against.,Non-overriding summary,No,PASS,None
KBDL-FND-001,Known limitation,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Cannot be fully validated until `THM` and `CMP` requirements exist.,Broad descriptive summary,Cannot be fully validated until `THM` and `CMP` requirements exist.,Non-overriding summary,No,PASS,None
KBDL-FND-002,Known limitation,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Cannot be fully validated until `THM` and `CMP` requirements exist.,Broad descriptive summary,Cannot be fully validated until `THM` and `CMP` requirements exist.,Non-overriding summary,No,PASS,None
KBDL-FND-001,Packet or tracking destination,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-002,Packet or tracking destination,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-001,Pending dependencies,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-002,Pending dependencies,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-001,Related decision,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Not applicable,Broad descriptive summary,Not applicable,Non-overriding summary,No,PASS,None
KBDL-FND-002,Related decision,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Not applicable,Broad descriptive summary,Not applicable,Non-overriding summary,No,PASS,None
KBDL-FND-001,Notes or exclusions,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Architecture only; recommended hue values are tracked separately below (KBDL-FND-009).,Broad descriptive summary,Architecture only; recommended hue values are tracked separately below (KBDL-FND-009).,Non-overriding summary,No,PASS,None
KBDL-FND-002,Notes or exclusions,"Color role architecture (KBDL-FND-001, KBDL-FND-002)",Architecture only; recommended hue values are tracked separately below (KBDL-FND-009).,Broad descriptive summary,Architecture only; recommended hue values are tracked separately below (KBDL-FND-009).,Non-overriding summary,No,PASS,None
KBDL-FND-003,Blueprint section,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Spacing rhythm and content-driven breakpoints,Uniform default,Spacing rhythm and content-driven breakpoints,Uniform default,Yes,PASS,None
KBDL-FND-004,Blueprint section,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Spacing rhythm and content-driven breakpoints,Uniform default,Spacing rhythm and content-driven breakpoints,Uniform default,Yes,PASS,None
KBDL-FND-003,Roadmap prompt,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",KBDL-003,Uniform default,KBDL-003,Uniform default,Yes,PASS,None
KBDL-FND-004,Roadmap prompt,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",KBDL-003,Uniform default,KBDL-003,Uniform default,Yes,PASS,None
KBDL-FND-003,Specification location,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)","[foundations/spacing-layout.md §1, §3](foundations/spacing-layout.md#1-spacing-and-sizing-logic)",Broad descriptive summary,"[foundations/spacing-layout.md §1, §3](foundations/spacing-layout.md#1-spacing-and-sizing-logic)",Non-overriding summary,No,PASS,None
KBDL-FND-004,Specification location,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)","[foundations/spacing-layout.md §1, §3](foundations/spacing-layout.md#1-spacing-and-sizing-logic)",Broad descriptive summary,"[foundations/spacing-layout.md §1, §3](foundations/spacing-layout.md#1-spacing-and-sizing-logic)",Non-overriding summary,No,PASS,None
KBDL-FND-003,Lifecycle status,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-004,Lifecycle status,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-003,Provenance,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-004,Provenance,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-003,Validation classification,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-FND-004,Validation classification,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Not verified,Uniform status default,Not verified,Uniform default,Yes,PASS,None
KBDL-FND-003,Authority,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-004,Authority,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-003,Validation method,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.,Broad descriptive summary,Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.,Non-overriding summary,No,PASS,None
KBDL-FND-004,Validation method,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.,Broad descriptive summary,Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.,Non-overriding summary,No,PASS,None
KBDL-FND-003,Validation evidence,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Not verified — no responsive-behavior module exists yet.,Broad descriptive summary,Not verified — no responsive-behavior module exists yet.,Non-overriding summary,No,PASS,None
KBDL-FND-004,Validation evidence,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Not verified — no responsive-behavior module exists yet.,Broad descriptive summary,Not verified — no responsive-behavior module exists yet.,Non-overriding summary,No,PASS,None
KBDL-FND-003,Known limitation,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Cannot be fully validated until `RSP` requirements exist.,Broad descriptive summary,Cannot be fully validated until `RSP` requirements exist.,Non-overriding summary,No,PASS,None
KBDL-FND-004,Known limitation,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Cannot be fully validated until `RSP` requirements exist.,Broad descriptive summary,Cannot be fully validated until `RSP` requirements exist.,Non-overriding summary,No,PASS,None
KBDL-FND-003,Packet or tracking destination,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-004,Packet or tracking destination,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-003,Pending dependencies,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-004,Pending dependencies,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-FND-003,Related decision,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)","KBDL-DEC-003, KBDL-DEC-007",Broad descriptive summary,"KBDL-DEC-003, KBDL-DEC-007",Non-overriding summary,No,PASS,None
KBDL-FND-004,Related decision,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)","KBDL-DEC-003, KBDL-DEC-007",Broad descriptive summary,"KBDL-DEC-003, KBDL-DEC-007",Non-overriding summary,No,PASS,None
KBDL-FND-003,Notes or exclusions,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.,Broad descriptive summary,Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.,Non-overriding summary,No,PASS,None
KBDL-FND-004,Notes or exclusions,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.,Broad descriptive summary,Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.,Non-overriding summary,No,PASS,None
KBDL-FND-005,Blueprint section,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Depth semantics; icon and media accessibility anticipation,Uniform default,Depth semantics; icon and media accessibility anticipation,Uniform default,Yes,PASS,None
KBDL-FND-006,Blueprint section,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Depth semantics; icon and media accessibility anticipation,Uniform default,Depth semantics; icon and media accessibility anticipation,Uniform default,Yes,PASS,None
KBDL-FND-007,Blueprint section,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Depth semantics; icon and media accessibility anticipation,Uniform default,Depth semantics; icon and media accessibility anticipation,Uniform default,Yes,PASS,None
KBDL-FND-005,Roadmap prompt,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",KBDL-003,Uniform default,KBDL-003,Uniform default,Yes,PASS,None
