Requirement ID,Authoritative lifecycle,Effective lifecycle,Authoritative provenance,Effective provenance,Authoritative validation status,Effective validation status,Authority source,Effective authority,Exact specification location,Group location,Ledger location,Validation method,Validation evidence,Known limitation,Packet destination,Pending dependencies,Match result,Defect details
KBDL-CMP-007,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates WCAG 2.2 SC 2.1.1 and SC 2.1.2),"components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-008,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates WCAG 2.2 SC 2.5.2 and SC 2.5.8),"components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-009,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates KBDL-RSP-001, 006, 007, 020)","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-010,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates KBDL-A11Y-020),"components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-011,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates the approved theme architecture); project-owner-approved KBDL-007/008 implementation prompt,"components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-012,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates the approved foundation architecture); project-owner-approved KBDL-007/008 implementation prompt,"components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-013,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (structural requirement — the obligation to document motion necessity/purpose/hierarchy/parity per component is itself Approved; the *exact* component-specific duration, distance, scale, stagger, easing, choreography, or rendering-technology mapping for any individual component is not newly approved by this requirement where no prior approved KBDL rule already supplies it — such exact mappings remain governed by the existing motion unresolved/not-approval-ready items in motion/README.md §10.3 and this module's own §36); project-owner-approved KBDL-007/008 implementation prompt","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","components-core.md §5–§19, §25, §26","Manual completeness/mapping review per component once implemented; manual scope-compliance review (performed, see implementation report)",Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until real components exist,None — Approved,None,PASS,None
KBDL-CMP-014,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (core restates native-semantics-first and state-model rules); project-owner-approved KBDL-007/008 implementation prompt,components-core.md §20,components-core.md §20,components-core.md §20,"Manual + automated static accessibility review, manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-015/017/020 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,PASS,None
KBDL-CMP-015,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new component taxonomy),components-core.md §20,components-core.md §20,components-core.md §20,"Manual + automated static accessibility review, manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-015/017/020 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 1,None,PASS,None
KBDL-CMP-016,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates WCAG 2.2 SC 4.1.2),components-core.md §20,components-core.md §20,components-core.md §20,"Manual + automated static accessibility review, manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-015/017/020 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,PASS,None
KBDL-CMP-017,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new threshold guidance),components-core.md §20,components-core.md §20,components-core.md §20,"Manual + automated static accessibility review, manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-015/017/020 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 3,None,PASS,None
KBDL-CMP-018,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates WAI-ARIA),components-core.md §20,components-core.md §20,components-core.md §20,"Manual + automated static accessibility review, manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-015/017/020 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,PASS,None
KBDL-CMP-019,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates WCAG 2.2 SC 2.4.4),components-core.md §20,components-core.md §20,components-core.md §20,"Manual + automated static accessibility review, manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-015/017/020 (not yet performed)",Not verified — no implementation exists yet,Implementation-dependent,None — Approved,None,PASS,None
