Resolution issue ID,Category,Requirement ID,Field or relationship,Current candidate value,Current candidate source,Permitted authoritative source,Authoritative source found,R16 defect category,R16 evidence reference,Affected validation gate,Affected effective record,Related requirements,Related decisions,Related packet item,Related standard,Current risk,Recommended resolution approach,Alternative approaches,Trade-offs,Required owner decision,Implementation action potentially unlocked,Additional approval required,Owner decision,Owner decision date,Owner evidence,Resolution status,Notes
SMR1-KL-0047,Known limitation,KBDL-CMP-019,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-019,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-019's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-AU-0006,Authority,KBDL-CMP-021,Authority,Approved (directly restates the WAI-ARIA disclosure pattern),traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003,KBDL-CMP-021,,,,,Authority graph,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED AUTHORITY / CONFIRM CURRENT NON-RETROACTIVE AUTHORITY / REVISE AUTHORITY EXPRESSION / REJECT AUTHORITY / DEFER DECISION,Rejecting the authority expression would require reclassifying dependent requirement text.,"Lifecycle status, ledger presence, and implementation history are not treated as authority under this packet's source-of-truth hierarchy. Prohibited automatic correction: Ledger/readable-group self-proof.",Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-021's authority field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0048,Known limitation,KBDL-CMP-021,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-021,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-021's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0049,Known limitation,KBDL-CMP-022,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-022,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-022's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0009,Validation classification,KBDL-CMP-023,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-CMP-023,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-023's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0050,Known limitation,KBDL-CMP-023,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-023,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-023's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0051,Known limitation,KBDL-CMP-024,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-024,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-024's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0010,Validation classification,KBDL-CMP-026,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-CMP-026,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-026's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0052,Known limitation,KBDL-CMP-026,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-026,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-026's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0053,Known limitation,KBDL-CMP-027,Known limitation,Implementation-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-CMP-027,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-CMP-027's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
